r314,c4
r317-1,c4
r317,c3
r318,c2
r314-1,c1
e0,c5
e1,c6
r315,c7
r316,c8
r316-1,c10
r322-1,c9
r322,c11
r321-1,c11
e2,c15
e3,c16
r321a,c12
r321c,c13
r322c,c13
r313,c17
r311-3,c18
r312,c18
r311-2,c19
r309,c20
r310,c20
e4,c22
e5,c23
c1,r314-1,c2
c2,c1,r318,c3
c3,c2,r317,c4
c4,c3,r314,r317-1,c5
c5,c4,e0,c6
c6,c5,e1,c7,c24
c7,c6,r315,c8,c24
c8,c7,r316,c9
c9,c8,r322-1,c10
c10,c9,r316-1,c11
c11,c10,r321-1,r322,c12
c12,c11,r321a,c13
c13,c12,r321c,r322c,c14
c14,c13,c15
c15,c14,e2,c16
c16,c15,e3
c17,c24,r313,c18
c18,c17,r312,r311-3,c19
c19,c18,r311-2,c20
c20,c19,r310,r309,c21
c21,c20,c22
c22,c21,e4,c23
c23,c22,e5
c24,c6,c17,c7
